dbid;expid;resid;ppid;gender_m_f;age_months;type_risk_control;contrast_native_nonnative;first_alternation_alt_nalt;group_one_two;speaker_multiple_single;trained_train_ntrain;grpid;sesid;sesdate;sestime;sesrepexp;sesrepgrp;sesstat;expstat;expver;trial;tstart;tend;sound;face
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;6;2018-11-07;16:20;2;2;3;0;1;5;404420;405179;stimuli/sounds/Speaker5_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;6;2018-11-07;16:20;2;2;3;0;1;5;406179;406938;stimuli/sounds/Speaker10_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;6;2018-11-07;16:20;2;2;3;0;1;5;407938;408487;stimuli/sounds/Speaker1_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;6;2018-11-07;16:20;2;2;3;0;1;6;411703;412462;stimuli/sounds/Speaker6_sEn_1.wav;face-hab-4.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;6;2018-11-07;16:20;2;2;3;0;1;6;413462;414221;stimuli/sounds/Speaker9_sEn_1.wav;face-hab-4.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;6;2018-11-07;16:20;2;2;3;0;1;6;415221;415980;stimuli/sounds/Speaker11_sEn_1.wav;face-hab-4.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;7;2018-11-08;09:32;3;3;3;0;1;1;38073;38621;stimuli/sounds/Speaker1_sEn_1.wav;face-hab-4.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;7;2018-11-08;09:32;3;3;3;0;1;1;39621;40380;stimuli/sounds/Speaker8_sEn_1.wav;face-hab-4.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;7;2018-11-08;09:32;3;3;3;0;1;1;41380;42139;stimuli/sounds/Speaker10_sEn_1.wav;face-hab-4.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;7;2018-11-08;09:32;3;3;3;0;1;1;43139;43898;stimuli/sounds/Speaker9_sEn_1.wav;face-hab-4.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;7;2018-11-08;09:32;3;3;3;0;1;1;44898;45657;stimuli/sounds/Speaker7_sEn_1.wav;face-hab-4.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;7;2018-11-08;09:32;3;3;3;0;1;1;46657;47311;stimuli/sounds/Speaker2_sEn_1.wav;face-hab-4.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;7;2018-11-08;09:32;3;3;3;0;1;1;48311;49038;stimuli/sounds/Speaker4_sEn_1.wav;face-hab-4.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;7;2018-11-08;09:32;3;3;3;0;1;2;53069;53723;stimuli/sounds/Speaker2_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;7;2018-11-08;09:32;3;3;3;0;1;2;54723;55482;stimuli/sounds/Speaker5_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;7;2018-11-08;09:32;3;3;3;0;1;2;56482;57241;stimuli/sounds/Speaker3_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;7;2018-11-08;09:32;3;3;3;0;1;2;58241;58968;stimuli/sounds/Speaker4_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;7;2018-11-08;09:32;3;3;3;0;1;2;59968;60727;stimuli/sounds/Speaker11_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;7;2018-11-08;09:32;3;3;3;0;1;2;61727;62487;stimuli/sounds/Speaker9_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;7;2018-11-08;09:32;3;3;3;0;1;2;63487;64246;stimuli/sounds/Speaker8_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;7;2018-11-08;09:32;3;3;3;0;1;2;65246;66005;stimuli/sounds/Speaker12_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;7;2018-11-08;09:32;3;3;3;0;1;2;67005;67764;stimuli/sounds/Speaker7_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;7;2018-11-08;09:32;3;3;3;0;1;3;70644;71403;stimuli/sounds/Speaker3_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;7;2018-11-08;09:32;3;3;3;0;1;3;72403;73162;stimuli/sounds/Speaker5_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;7;2018-11-08;09:32;3;3;3;0;1;3;74162;74921;stimuli/sounds/Speaker10_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;7;2018-11-08;09:32;3;3;3;0;1;3;75921;76680;stimuli/sounds/Speaker8_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;7;2018-11-08;09:32;3;3;3;0;1;3;77680;78439;stimuli/sounds/Speaker11_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;7;2018-11-08;09:32;3;3;3;0;1;3;79439;80167;stimuli/sounds/Speaker4_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;7;2018-11-08;09:32;3;3;3;0;1;3;81167;81926;stimuli/sounds/Speaker9_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;7;2018-11-08;09:32;3;3;3;0;1;3;82926;83685;stimuli/sounds/Speaker6_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;7;2018-11-08;09:32;3;3;3;0;1;3;84685;85338;stimuli/sounds/Speaker2_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;7;2018-11-08;09:32;3;3;3;0;1;3;86338;86887;stimuli/sounds/Speaker1_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;7;2018-11-08;09:32;3;3;3;0;1;3;87887;88646;stimuli/sounds/Speaker7_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;7;2018-11-08;09:32;3;3;3;0;1;4;93689;94417;stimuli/sounds/Speaker4_sEn_1.wav;face-hab-1.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;7;2018-11-08;09:32;3;3;3;0;1;4;95417;95965;stimuli/sounds/Speaker1_sEn_1.wav;face-hab-1.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;7;2018-11-08;09:32;3;3;3;0;1;4;96965;97724;stimuli/sounds/Speaker11_sEn_1.wav;face-hab-1.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;7;2018-11-08;09:32;3;3;3;0;1;4;98724;99483;stimuli/sounds/Speaker3_sEn_1.wav;face-hab-1.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;7;2018-11-08;09:32;3;3;3;0;1;4;100483;101242;stimuli/sounds/Speaker12_sEn_1.wav;face-hab-1.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;7;2018-11-08;09:32;3;3;3;0;1;5;107080;107839;stimuli/sounds/Speaker5_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;7;2018-11-08;09:32;3;3;3;0;1;5;108839;109598;stimuli/sounds/Speaker3_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;7;2018-11-08;09:32;3;3;3;0;1;6;113662;114421;stimuli/sounds/Speaker6_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;7;2018-11-08;09:32;3;3;3;0;1;6;115421;115969;stimuli/sounds/Speaker1_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;7;2018-11-08;09:32;3;3;3;0;1;6;116969;117728;stimuli/sounds/Speaker7_sEn_1.wav;face-hab-2.png
